Position ,Artist,Song Title
1,Beatles,I Want To Hold Your Hand
2,Beatles,She Loves You
3,Louis Armstrong,"Hello, Dolly!"
4,Roy Orbison,"Oh, Pretty Woman"
5,Beach Boys,I Get Around
6,Dean Martin,Everybody Loves Somebody
7,Mary Wells,My Guy
8,Gale Garnett,We'll Sing In The Sunshine
9,J. Frank Wilson and The Cavaliers,Last Kiss
10,Supremes,Where Did Our Love Go
11,Barbara Streisand,People
12,Al Hirt,Java
13,Beatles,A Hard Day's Night
14,Beatles,Love Me Do
15,Manfred Mann,Do Wah Diddy Diddy
16,Beatles,Please Please Me
17,Martha and The Vandellas,Dancing In The Street
18,Billy J. Kramer and The Dakotas,Little Children
19,Ray Charles Singers,Love Me With All Your Heart
20,Drifters,Under The Boardwalk
21,Dixie Cups,Chapel Of Love
22,Terry Stafford,Suspicion
23,Dave Clark Five,Glad All Over
24,Four Seasons,Rag Doll
25,Four Seasons,Dawn (Go Away)
26,Newbeats,Bread And Butter
27,Gene Pitney,It Hurts To Be In Love
28,Jan and Dean,Dead Man's Curve
29,Jay and The Americans,Come A Little Bit Closer
30,Peter and Gordon,A World Without Love
31,Honeycombs,Have I The Right?
32,Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man)
33,Supremes,Baby Love
34,Betty Everett and Jerry Butler,Let It Be Me
35,Dusty Springfield,Wishin' And Hopin'
36,Lesley Gore,You Don't Own Me
37,Dionne Warwick,Walk On By
38,Animals,The House Of The Rising Sun
39,Ronny and The Daytona,G.T.O.
40,Beatles,Twist And Shout
41,Johnny Rivers,Memphis
42,Danny Williams,White On White
43,Rip Chords,Hey Little Cobra
44,Betty Everett,The Shoop Shoop Song (It's In His Kiss)
45,Dave Clark Five,Bits And Pieces
46,Millie Small,My Boy Lollipop
47,Major Lance,"Um, Um, Um, Um, Um, Um"
48,Jan and Dean,The Little Old Lady
49,Gerry and The Pacemakers,Don't Let The Sun Catch You Crying
50,Chad and Jeremy,A Summer Song
51,Stan Getz and Astrud Gilberto,The Girl From Ipanema
52,Beatles,Can't Buy Me Love
53,Shangri-Las,Remember (Walkin' In The Sand)
54,Bobby Freeman,C'mon And Swim
55,Beatles,Do You Want To Know A Secret
56,Impressions,Keep On Pushing
57,Four Tops,Baby I Need Your Loving
58,Diane Renay,Navy Blue
59,Bachelors,Diane
60,Marketts,Out Of Limits
61,Hondells,Little Honda
62,Bobby Goldsboro,See The Funny Little Clown
63,Dave Clark Five,Because
64,Reflections,(Just Like) Romeo And Juliet
65,Rick Nelson,For You
66,New Christy Minstrels,Today
67,Dave Clark Five,Can't You See That She's Mine
68,Shangri-Las,Leader Of The Pack
69,Joe Hinton,Funny
70,Temptations,The Way You Do The Things You Do
71,Dionne Warwick,Anyone Who Had A Heart
72,Al Martino,I Love You More And More Every Day
73,Roy Orbison,It's Over
74,Four Seasons,Ronnie
75,Trashmen,Surfin' Bird
76,Tams,What Kind Of Fool (Do You Think I Am)
77,Dean Martin,The Door Is Still Open To My Heart
78,Kinks,You Really Got Me
79,Sammy Davis Jr.,The Shelter Of Your Arms
80,Impressions,I'm So Proud
81,Jelly Beans,I Wanna Love Him So Bad
82,Roger Miller,Chug-a-lug
83,Roger Miller,Dang Me
84,Al Hirt,Cotton Candy
85,Nancy Wilson,(You Don't Know) How Glad I Am
86,Kingsmen,Money
87,Searchers,Don't Throw Your Love Away
88,Tommy Tucker,Hi-heel Sneakers
89,Gerry and The Pacemakers,How Do You Do It!
90,Ventures,Walk Don't Run '64
91,Dave Clark Five,Do You Love Me
92,"Robert Maxwell, His Harp and Orch.",Shangri-La
93,Gene Simmons,Haunted Houses
94,Jimmy Hughes,Steal Away
95,Beatles,I Saw Her Standing There
96,Andy Williams,A Fool Never Learns
97,Billy J. Kramer and The Dakotas,Bad To Me
98,Bobby Vinton,There! I've Said It Again
99,Kingsmen,Louie Louie
100,Searchers,Needles And Pins
