Position,Artist,Song Title
1,Kitty Kallen,Little Things Mean A Lot
2,Perry Como,Wanted
3,Rosemary Clooney,Hey There
4,Crew Cuts,Sh-Boom
5,Jo Stafford,Make Love To Me
6,Eddie Fisher,Oh! My Pa-pa
7,Four Knights,I Get So Lonely
8,Four Aces,Three Coins In The Fountain
9,Doris Day,Secret Love
10,Archie Bleyer,Hernando's Hideaway
11,Frank Sinatra,Young At Heart
12,Rosemary Clooney,This Ole House
13,Eddie Fisher,I Need You Now
14,Patti Page,Cross Over The Bridge
15,Gaylords,The Little Shoemaker
16,Dean Martin,That's Amore
17,Frank Weir,The Happy Wanderer
18,Nat King Cole,Answer Me My Love
19,Tony Bennett,Stranger In Paradise
20,Doris Day,If I Give My Heart To You
21,Kay Starr,If You Love Me (Really Love Me)
22,Ralph Marterie,Skokiaan
23,Don Cornell,Hold My Hand
24,Patti Page,Changing Partners
25,Perry Como,Papa Loves Mambo
26,Bill Haley and His Comets,"Shake, Rattle And Roll"
27,Tony Bennett,Rags To Riches
28,Kitty Kallen,In The Chapel In The Moonlight
29,Four Aces,Stranger In Paradise
30,Tony Martin,Here
