Position,Artist,Song Title
1,Flo Rida feat. T-Pain,Low
2,Leona Lewis,Bleeding Love
3,Alicia Keys,No One
4,Lil Wayne feat. Static Major,Lollipop
5,Timbaland feat. OneRepublic,Apologize
6,Jordin Sparks feat. Chris Brown,No Air
7,Sara Bareilles,Love Song
8,Usher feat. Young Jeezy,Love In This Club
9,Chris Brown,With You
10,Chris Brown,Forever
11,Ray J and Yung Berg,Sexy Can I
12,Rihanna,Take A Bow
13,Coldplay,Viva La Vida
14,Katy Perry,I Kissed A Girl
15,T.I.,Whatever You Like
16,Rihanna,Disturbia
17,Rihanna,Don't Stop the Music
18,Natasha Bedingfield,Pocketful of Sunshine
19,Chris Brown feat. T-Pain,Kiss Kiss
20,Ne-Yo,Closer
21,Colbie Caillat,Bubbly
22,Mariah Carey,Touch My Body
23,Madonna feat. Justin Timberlake,4 Minutes
24,Pink,So What
25,Finger Eleven,Paralyzer
26,Fergie,Clumsy
27,Jason Mraz,I'm Yours
28,Jesse McCartney,Leavin'
29,Kardinal Offishall feat. Akon,Dangerous
30,Jordin Sparks,Tattoo
31,Miley Cyrus,See You Again
32,Metro Station,Shake It
33,OneRepublic,Stop And Stare
34,Sean Kingston,Take You There
35,M.I.A.,Paper Planes
36,Katy Perry,Hot N Cold
37,T.I. feat. Rihanna,Live Your Life
38,Plies feat. Ne-Yo,Bust It Baby Part 2
39,Estelle feat. Kanye West,American Boy
40,Lil Wayne feat. T-Pain,Got Money
41,Taylor Swift,Our Song
42,Danity Kane,Damaged
43,Lil Wayne,A Milli
44,Buckcherry,Sorry
45,Webbie feat. Lil' Phat and Lil' Boosie,Independent
46,T-Pain feat. Lil Wayne,Can't Believe It
47,Alicia Keys,Like You'll Never See Me Again
48,Taylor Swift,Teardrops On My Guitar
49,Pussycat Dolls,When I Grow Up
50,Snoop Dogg,Sensual Seduction
51,Colby O'Donis feat. Akon,What You Got
52,3 Doors Down,It'S Not My Time
53,Leona Lewis,Better In Time
54,Soulja Boy Tell'em,Crank That (Soulja Boy)
55,Linkin Park,Shadow Of The Day
56,"Wyclef Jean feat. Akon, Lil Wayne and Niia",Sweetest Girl (Dollar Bill)
57,Ne-Yo,Miss Independent
58,Secondhand Serenade,Fall For You
59,Flo Rida feat. will.i.am,In The Ayer
60,John Mayer,Say
61,Jordin Sparks,One Step at A Time
62,Rihanna feat. Ne-Yo,Hate That I Love You
63,Lupe Fiasco feat. Matthew Santos,Superstar
64,J. Holiday,Suffocate
65,Kevin Rudolf feat. Lil Wayne,Let It Rock
66,David Banner feat. Chris Brown,Get Like Me
67,Colbie Caillat,Realize
68,Young Jeezy feat. Kanye West,Put On
69,David Cook,The Time Of My Life
70,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Lolli Lolli (Pop That Body)
71,Baby Bash feat. T-Pain,Cyclone
72,Natasha Bedingfield feat. Sean Kingston,Love Like This
73,Jonas Brothers,Burnin' Up
74,Kanye West,Love Lockdown
75,The-Dream,I Luv Your Girl
76,David Archuleta,Crush
77,Plies feat. Akon,Hypnotized
78,Fergie,Big Girls Don't Cry
79,Kanye West feat. T-Pain,Good Life
80,Britney Spears,Womanizer
81,Taylor Swift,Love Story
82,Mary J. Blige,Just Fine
83,Britney Spears,Piece Of Me
84,Rick Ross feat. T-Pain,The Boss
85,Kid Rock,All Summer Long
86,Trey Songz,Can't Help But Wait
87,Gavin DeGraw,In Love With A Girl
88,Game feat. Lil Wayne,My Life
89,Keyshia Cole,I Remember
90,Kanye West feat. Dwele,Flashing Lights
91,Lil Wayne feat. Bobby Valentino and Kidd Kidd,Mrs. Officer
92,Miley Cyrus,7 Things
93,Trace Adkins,You're Gonna Miss This
94,Gavin Rossdale,Love Remains The Same
95,Daughtry,Feels Like Tonight
96,Timbaland feat. Keri Hilson,The Way I Are
97,Saving Abel,Addicted
98,Santana feat. Chad Kroeger,Into The Night
99,Keyshia Cole,Heaven Sent
100,2 Pistols feat. T-Pain and Tay Dizm,She Got It
