Position,Artist,Song Title
1,Percy Faith,Song From Moulin Rouge
2,Les Paul and Mary Ford,Vaya Con Dios
3,Patti Page,Doggie In The Window
4,Eddie Fisher,I'm Walking Behind You
5,Ames Brothers,"You, You, You"
6,Teresa Brewer,Till I Waltz Again With You
7,Les Baxter,April In Portugal
8,Perry Como,No Other Love
9,Perry Como,Don't Let The Stars Get In Your Eyes
10,Frankie Laine,I Believe
11,Pee Wee Hunt,Oh
12,Frank Chacksfield,Ebb Tide
13,Nat King Cole,Pretend
14,Richard Hayman,Ruby
15,Stan Freberg,St. George And The Dragonet
16,Hilltoppers,P.S. I Love You
17,Gaylords,Tell Me You're Mine
18,Julius La Rosa,Eh Cumpari
19,Tony Bennett,Rags To Riches
20,Silvana Mangano,Anna
21,Perry Como,Say You're Mine Again
22,Ray Anthony,Dragnet
23,Frankie Laine and Jimmy Boyd,Tell Me A Story
24,June Valli,Crying In The Chapel
25,Joni James,Why Don't You Believe Me
26,Joni James,Your Cheating Heart
27,Frank Chacksfield,Limelight (Terry's Theme)
28,Eddie Fisher,With These Hands
29,Eartha Kitt,C'est Si Bon
30,Joni James,Have You Heard?
