Position,Artist,Song Title
1,George Michael,Faith
2,INXS,Need You Tonight
3,George Harrison,Got My Mind Set On You
4,Rick Astley,Never Gonna Give You Up
5,Guns N' Roses,Sweet Child O' Mine
6,Whitney Houston,So Emotional
7,Belinda Carlisle,Heaven Is A Place On Earth
8,Tiffany,Could've Been
9,Breathe,Hands To Heaven
10,Steve Winwood,Roll With It
11,George Michael,One More Try
12,Terence Trent d'Arby,Wishing Well
13,Gloria Estefan and Miami Sound Machine,Anything For You
14,Cheap Trick,The Flame
15,Billy Ocean,"Get Outta My Dreams, Get Into My Car"
16,Expose,Seasons Change
17,Whitesnake,Is This Love
18,Escape Club,"Wild, Wild West"
19,Def Leppard,Pour Some Sugar On Me
20,Taylor Dayne,I'll Always Love You
21,Michael Jackson,Man In The Mirror
22,Debbie Gibson,Shake Your Love
23,Robert Palmer,Simply Irresistible
24,Richard Marx,Hold On To The Nights
25,Eric Carnen,Hungry Eyes
26,Johnny Hates Jazz,Shattered Dreams
27,George Michael,Father Figure
28,Samantha Fox,Naughty Girls (Need Love Too)
29,Phil Collins,A Groovy Kind Of Love
30,Def Leppard,Love Bites
31,Richard Marx,Endless Summer Nights
32,Debbie Gibson,Foolish Beat
33,Whitney Houston,Where Do Broken Hearts Go
34,Aerosmith,Angel
35,Bangles,Hazy Shade Of Winter
36,Michael Jackson,The Way You Make Me Feel
37,Bobby McFerrin,"Don't Worry, Be Happy"
38,Eric Carnen,Make Me Lose Control
39,UB40,Red Red Wine
40,Patric Swayze,She's Like The Wind
41,Bon Jovi,Bad Medicine
42,Beach Boys,Kokomo
43,Elton John,I Don't Wanna Go On With You Like That
44,Rick Astley,Together Forever
45,George Michael,Monkey
46,INXS,Devil Inside
47,Richard Marx,Should've Known Better
48,Chicago,I Don't Wanna Live Without Your Love
49,Kylie Minogue,The Loco-Motion
50,Pet Shop Boys and Dusty Springfield,What Have I Done To Deserve This?
51,Jets,Make It Real
52,Information Society,What's On Your Mind
53,Taylor Dayne,Tell It To My Heart
54,Debbie Gibson,Out Of The Blue
55,Jody Watley,Don't You Want Me
56,U2,Desire
57,Belinda Carlisle,I Get Weak
58,Terence Trent d'Arby,Sign Your Name
59,Roger,I Want To Be Your Man
60,Pebbles,Girlfriend
61,Michael Jackson,Dirty Diana
62,Gloria Estefan and Miami Sound Machine,1/2/03
63,Pebbles,Mercedes Boy
64,Huey Lewis and The News,Perfect World
65,INXS,New Sensation
66,Pretty Poison,Catch Me (I'm Falling)
67,New Edition,If It Isn't Love
68,Jets,Rocket 2 U
69,Peter Cetera,One Good Woman
70,Cheap Trick,Don't Be Cruel
71,Elton John,Candle In The Wind
72,Daryl Hall and John Oates,Everything Your Heart Desires
73,Foreigner,Say You Will
74,Keith Sweat,I Want Her
75,Natalie Cole,Pink Cadillac
76,Tracy Chapman,Fast Car
77,Icehouse,Electric Blue
78,Bruce Hornsby and The Range,The Valley Road
79,Bobby Brown,Don't Be Cruel
80,Pet Shop Boys,Always On My Mind
81,Brenda Russell feat. Joe Esposito,Piano In The Dark
82,Van Halen,When It's Love
83,Paul Carrack,Don't Shed A Tear
84,Sting,We'll Be Together
85,Joan Jett and The Blackhearts,I Hate Myself For Loving You
86,Foreigner,I Don't Want To Live Without You
87,Al B. Sure!,Nite And Day
88,Steve Winwood,Don't You Know What The Night Can Do
89,Whitney Houston,One Moment In Time
90,Gloria Estefan and Miami Sound Machine,Can't Stay Away From You
91,George Michael,Kissing A Fool
92,John Cougar Mellancamp,Cherry Bomb
93,Brenda K. Starr,I Still Believe
94,Cher,I Found Someone
95,INXS,Never Tear Us Apart
96,Steve Winwood,Valerie
97,David Lee Roth,Just Like Paradise
98,Poison,Nothin' But A Good Time
99,White Lion,Wait
100,Taylor Dayne,Prove Your Love
