Position,Artist,Song Title
1,Ke$ha,TiK ToK
2,Lady Antebellum,Need You Now
3,Train,"Hey, Soul Sister"
4,Katy Perry feat. Snoop Dogg,California Gurls
5,Usher feat. will.i.am,OMG
6,B.o.B feat. Hayley Williams,Airplanes
7,Eminem feat. Rihanna,Love The Way You Lie
8,Lady Gaga,Bad Romance
9,Taio Cruz,Dynamite
10,Taio Cruz feat. Ludacris,Break Your Heart
11,B.o.B feat. Bruno Mars,Nothin' On You
12,Enrique Iglesias feat. Pitbull,I Like It
13,Young Money feat. Lloyd,Bedrock
14,Jason Derulo,In My Head
15,Rihanna,Rude Boy
16,Lady Gaga feat. Beyonce,Telephone
17,Katy Perry,Teenage Dream
18,Bruno Mars,Just The Way You Are
19,Mike Posner,Cooler Than Me
20,Black Eyed Peas,Imma Be
21,Jay-Z and Alicia Keys,Empire State of Mind
22,Usher feat. Pitbull,DJ Got Us Fallin' in Love
23,Travie McCoy feat. Bruno Mars,Billionaire
24,Eminem,Not Afraid
25,Iyaz,Replay
26,David Guetta feat. Akon,Sexy Chick
27,Script,Breakeven
28,Ke$ha,Your Love Is My Drug
29,Black Eyed Peas,I Gotta Feeling
30,Owl City,Fireflies
31,Trey Songz feat. Fabolous,Say Aah
32,Drake,Find Your Love
33,Lady Gaga,Alejandro
34,Jason Derulo,Ridin' Solo
35,Nelly,Just A Dream
36,Ludacris,How Low
37,Far East Movement feat. The Cataracs and Dev,Like A G6
38,Timbaland feat. Justin Timberlake,Carry Out
39,Michael Buble,Haven't Met You Yet
40,Flo Rida feat. David Guetta,Club Can't Handle Me
41,Jay Sean feat. Lil Wayne,Down
42,La Roux,Bulletproof
43,Jason Derulo,Whatcha Say
44,Justin Bieber feat. Ludacris,Baby
45,Adam Lambert,Whataya Want From Me
46,Taylor Swift,Mine
47,Rihanna,Only Girl (In The World)
48,Kris Allen,Live Like We're Dying
49,Rihanna feat. Jeezy,Hard
50,Jay-Z and Mr. Hudson,Young Forever
51,Ke$ha feat. 3OH!3,Blah Blah Blah
52,Trey Songz feat. Nicki Minaj,Bottoms Up
53,Jay Sean feat. Sean Paul and Lil Jon,Do You Remember
54,OneRepublic,All The Right Moves
55,Orianthi,According To You
56,Ludacris feat. Nicki Minaj,My Chick Bad
57,Taylor Swift,You Belong With Me
58,Black Eyed Peas,Meet Me Halfway
59,Ke$ha,Take It Off
60,Drake,Over
61,Neon Trees,Animal
62,Maroon 5,Misery
63,B.o.B feat. Rivers Cuomo,Magic
64,Lady Gaga,Paparazzi
65,New Boyz feat. Ray J,Tie Me Down
66,Nicki Minaj,Your Love
67,Miley Cyrus,Party In The U.S.A.
68,Chris Brown feat. Tyga and Kevin McCall,Deuces
69,Britney Spears,3
70,Shontelle,Impossible
71,"Drake feat. Kanye West, Lil Wayne and Eminem",Forever
72,Boys Like Girls feat. Taylor Swift,Two Is Better Than One
73,3OH!3 feat. Ke$ha,My First Kiss
74,Kelly Clarkson,Already Gone
75,Black Eyed Peas,Rock That Body
76,OneRepublic,Secrets
77,Selena Gomez and The Scene,Naturally
78,Alicia Keyes,Un-Thinkable (I'm Ready)
79,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross",All I Do Is Win
80,"Kevin Rudolf feat. Birdman, Jay Sean, and Lil Wayne",I Made It (Cash Money Heroes)
81,Sugarland,Stuck Like Glue
82,Usher feat. Plies,Hey Daddy (Daddy's Home)
83,Usher,There Goes My Baby
84,Taylor Swift,Today Was A Fairytale
85,Timbaland feat. Drake,Say Something
86,Beyonce,Sweet Dreams
87,Kings of Leon,Use Somebody
88,Carrie Underwood,Undo It
89,Sean Kingston and Justin Bieber,Eenie Meenie
90,Lil Wayne feat. Drake,Right Above It
91,Miranda Lambert,The House That Built Me
92,Band Perry,If I Die Young
93,Paramore,The Only Exception
94,Lady Antebellum,American Honey
95,Sara Bareilles,King Of Anything
96,Daughtry,Life After You
97,Uncle Kraker,Smile
98,Cali Swag District,Teach Me How To Dougie
99,Alicia Keyes,Try Sleeping With A Broken Heart
100,Jerrod Niemann,"Lover, Lover"
